LIN28B_CB2_rRNA	LIN28B_CB2	PURA_abcam_trim	PURA_bethyl_trim
256	209	1	107
16	8	0	0
52	37	0	7
15	15	0	1
20	17	0	0
16	16	0	0
9	8	0	0
193	136	0	117
36	8	0	1
13	5	0	2
8	3	0	1
0	0	0	0
23	5	0	0
254	59	1	3
391	155	0	19
139	33	0	15
52	40	0	0
143	82	0	10
282	167	0	19
15	15	0	0
52	6	0	0
25	12	0	0
44	17	0	0
66	15	0	0
4	4	0	0
25	25	0	0
41	8	0	1
57	17	0	0
9	9	0	0
93	20	1	0
13	12	0	0
53	25	0	1
63	11	0	0
22	6	0	0
6	6	0	0
18	13	0	21
0	0	1	0
11	7	1	0
0	0	2	1
2	2	1	4
9	9	0	0
6	6	0	0
6	6	1	0
18	14	0	2
0	0	1	0
6	1	1	4
3	3	2	0
24	6	0	0
76	20	0	0
18	7	0	1
13	6	0	0
31	15	0	0
29	5	0	0
0	0	2	0
13	6	0	0
0	0	1	0
28	7	0	2
14	12	0	0
101	16	0	3
7	7	0	4
20	5	0	6
348	139	0	55
24	10	0	0
0	0	1	0
0	0	1	1
5	5	0	4
20	3	0	3
29	10	0	2
10	8	0	0
134	7	1	2
15	15	0	4
315	158	0	94
3799	640	4	471
698	385	2	390
3599	926	4	1316
2121	1535	7	1047
217	90	3	21
3617	1421	10	1869
144	23	0	7
195	159	1	35
352	172	0	58
17	8	0	0
55	16	0	0
1111	155	1	120
94	25	1	11
185	111	0	285
32	32	0	16
12	12	0	10
8	8	0	6
20	5	0	6
378	134	0	110
27	3	0	1
144	36	0	5
0	0	1	0
267	201	1	231
34	8	1	3
1	1	1	0
5	5	0	0
304	250	0	149
21	18	0	1
10	6	0	0
40	19	0	1
9	9	1	0
9	7	0	0
47	14	0	0
36	4	0	1
8	8	0	8
41	19	0	1
49	5	0	3
15	6	0	0
0	0	1	0
21	5	0	0
26	7	0	3
398	258	2	391
182	35	3	85
1	1	1	0
0	0	1	0
0	0	1	1
0	0	2	0
20	3	0	0
67	4	0	6
36	23	0	9
26	12	0	0
141	54	0	5
124	23	0	1
14	6	0	0
30	12	0	1
1	1	1	1
83	30	0	6
173	38	0	23
242	167	0	149
2	2	1	0
17	6	0	0
8	8	0	29
40	40	0	10
9	9	1	6
30	30	0	0
10	8	0	0
11	11	0	0
0	0	1	0
40	4	0	0
25	10	0	0
3	3	0	0
14	14	0	10
19	11	0	0
60	18	0	4
0	0	1	0
6	6	0	0
80	63	0	26
30	9	1	0
33	3	0	0
1402	850	0	258
2477	2004	9	876
136	44	0	12
13	13	0	2
33	11	0	0
20	20	0	1
19	4	0	1
9	0	1	0
45	24	0	61
22	5	0	0
9	9	0	1
6	4	0	4
0	0	1	0
0	0	1	0
108	23	0	31
39	33	0	49
17	13	0	8
0	0	1	0
21	7	0	0
225	36	0	7
85	10	0	3
59	46	0	6
0	0	1	0
0	0	1	0
7	5	1	10
6	6	0	8
12	12	0	0
0	0	1	0
32	8	0	0
25	11	0	2
0	0	1	0
320	41	0	8
0	0	1	0
100	9	0	7
25	10	0	5
62	12	0	6
11	6	0	0
64	5	0	0
172	13	0	1
39	17	0	7
89	59	0	8
0	0	0	0
36	10	0	1
9	9	0	7
13	13	0	7
8	8	0	1
15	15	0	2
26	18	0	7
362	35	1	43
18	9	0	0
34	5	0	6
18	3	0	4
11	5	0	0
0	0	3	0
0	0	1	0
1	1	1	0
29	11	0	1
23	5	0	0
0	0	2	0
32	2	0	0
11	11	0	1
19	4	0	1
0	0	2	0
0	0	1	0
1	1	2	0
0	0	1	0
0	0	3	0
117	85	2	103
11	3	0	1
270	241	0	354
0	0	1	0
0	0	1	0
91	74	0	17
26	24	0	28
24	22	0	8
2	2	2	2
37	5	0	0
28	10	0	25
589	393	0	395
19	19	0	7
6	6	0	1
18	2	0	7
28	11	0	1
14	9	0	1
0	0	1	0
37	20	0	1
14	8	0	1
1	1	1	0
26	8	0	4
66	23	0	4
5	3	0	0
1	1	0	0
4	4	1	0
8	2	0	0
36	12	0	2
51	29	0	2
24	8	0	1
0	0	2	0
91	34	0	13
723	164	1	27
5	5	0	0
0	0	1	6
86	34	0	2
44	6	0	0
16	3	0	0
34	11	0	0
21	2	0	0
38	11	0	1
21	12	0	0
10	4	0	0
19	11	0	0
17	9	0	1
10	6	0	0
79	15	1	1
34	6	8	20
18	0	2	0
0	0	1	0
63	18	0	0
19	9	0	0
6	6	0	1
0	0	3	1
0	0	1	0
14	14	0	0
4	0	1	2
18	18	0	0
10	10	0	3
42	5	0	5
13	7	0	2
24	7	0	2
38	29	0	29
148	100	0	75
45	25	0	8
29	10	0	5
54	6	0	1
203	152	1	90
128	54	0	38
24	8	0	7
8	8	0	0
87	57	0	38
46	13	0	7
0	0	1	0
9	9	0	6
24	16	0	7
44	37	0	22
18	18	0	3
18	18	0	1
74	8	0	1
1	1	0	1
121	14	0	5
49	7	0	0
209	8	0	2
5	5	0	7
11	11	0	3
0	0	1	0
64	10	0	2
323	134	1	110
193	43	0	30
2	2	1	1
58	28	0	0
4	4	0	0
38	10	0	0
44	19	0	2
9	5	0	0
24	9	0	0
25	9	0	0
54	16	0	0
7	7	0	1
0	0	0	0
0	0	1	0
0	0	1	0
0	0	1	0
15	15	0	0
0	0	1	0
0	0	0	0
18	2	0	2
0	0	1	3
0	0	1	0
1417	212	0	141
114	25	0	10
543	346	0	178
47	32	0	2
36	27	2	3
87	9	0	4
397	230	1	33
2535	2140	0	384
91	32	0	9
303	144	0	32
96	39	0	2
8	8	0	0
34	9	0	0
2	2	0	0
32	8	0	5
19	1	0	0
26	7	0	0
58	14	0	4
20	9	0	0
53	11	0	0
23	4	0	0
9	6	0	0
4	4	0	0
62	19	0	2
6	1	0	0
17	10	0	0
43	17	0	11
39	12	0	0
30	14	0	6
51	44	0	7
17	3	0	0
55	13	0	3
56	11	0	3
9	2	0	0
23	23	0	6
102	51	0	74
6	6	0	7
7	7	0	21
12	12	0	1
28	0	2	2
63	10	1	11
248	95	0	62
29	3	2	0
36	5	0	1
10	4	2	0
25	11	0	0
110	7	0	3
130	50	0	13
9	9	0	1
28	4	0	6
59	12	0	5
0	0	1	0
17	17	0	11
6588	4346	10	3154
1	1	0	2
13	4	0	4
48	5	0	0
46	9	0	0
14	6	0	0
44	19	0	2
8	8	0	8
0	0	1	0
292	25	0	2
6	6	0	0
29	29	0	5
45	21	1	10
26	14	0	4
30	5	0	0
20	10	1	4
63	26	0	2
17	10	0	2
40	11	0	2
17	17	0	16
32	1	1	9
17	7	0	0
2	2	2	1
52	0	0	1
51	21	0	0
348	87	0	44
287	184	0	96
8	8	0	1
77	39	0	25
313	35	0	14
11	1	1	1
14	10	0	10
138	51	0	60
4	4	1	31
0	0	1	0
26	26	0	30
25	14	0	0
86	46	0	1
78	50	0	6
161	46	0	9
15	15	0	5
12	12	0	0
10	10	0	0
291	102	1	23
26	18	0	2
118	73	0	2
82	17	0	0
27	13	0	0
151	87	0	33
729	492	2	119
97	22	0	3
0	0	1	3
38	38	0	3
720	550	2	250
128	36	0	20
25	18	0	15
11	11	0	3
124	73	0	9
27	6	0	1
51	22	0	5
49	22	0	1
34	20	0	3
18	9	0	1
231	54	0	17
62	46	0	10
1	1	1	1
56	28	0	9
67	40	0	17
0	0	1	0
60	55	1	68
20	11	0	1
15	8	0	2
6	6	0	1
128	51	0	10
17	13	1	3
115	14	0	9
0	0	1	0
16	10	0	0
22	12	0	14
0	0	0	0
42	22	0	1
15	4	0	5
0	0	1	0
0	0	1	0
0	0	1	22
197	144	0	4
93	75	0	11
50	43	0	3
75	14	0	5
15	4	0	1
64	8	0	0
7	3	0	0
47	39	0	9
0	0	1	0
38	8	0	7
19	10	0	5
31	9	0	5
84	23	1	25
90	12	0	1
35	14	0	14
173	16	0	0
32	12	0	0
260	27	0	1
40	3	0	0
38	26	0	0
128	64	0	16
38	8	0	1
314	31	0	8
77	8	0	0
77	7	0	4
61	4	0	0
39	26	0	1
5	5	0	0
2	2	1	2
0	0	1	0
0	0	1	0
0	0	1	0
8	7	0	0
32	6	1	0
20	10	0	0
56	40	0	1
206	44	0	6
70	25	0	1
64	25	0	1
99	63	0	0
355	121	0	15
175	51	0	9
38	30	1	17
6	6	0	0
36	12	0	2
28	12	0	0
2	2	1	0
254	195	0	195
7	0	1	7
43	6	0	20
25	6	0	0
0	0	1	0
0	0	1	1
6	4	0	0
11	11	0	0
2691	1808	2	1206
87	83	0	30
2	2	0	0
19	6	0	0
44	15	0	0
11	11	0	0
0	0	1	0
0	0	1	0
14	12	0	2
1	1	1	1
6	6	0	0
0	0	1	1
10	7	0	7
18	6	0	0
24	23	0	16
34	8	0	0
36	11	0	1
28	6	0	1
219	42	0	27
171	76	0	24
78	33	0	11
19	6	0	0
0	0	1	0
11	8	0	1
7	7	1	0
0	0	6	4
51	27	0	7
11	2	1	0
26	5	0	0
6	6	0	3
5	5	0	0
402	35	0	1
145	66	0	17
21	12	0	2
1	1	1	1
0	0	1	0
0	0	1	0
5	4	0	2
25	5	1	0
42	37	0	11
157	113	0	64
1327	835	6	434
39	8	0	0
24	20	0	4
128	40	0	12
74	18	0	18
31	31	0	2
360	192	0	49
36	6	0	0
44	8	0	1
71	68	0	6
41	39	0	13
48	10	0	0
11	0	1	0
9	7	0	0
149	122	0	46
60	17	1	5
10	7	0	0
7	7	0	13
152	121	0	28
24	2	0	0
35	9	0	2
96	15	0	0
53	44	0	3
99	99	0	6
8	8	0	0
24	17	0	0
6	6	0	1
38	6	0	0
293	151	0	0
10	10	0	0
0	0	1	1
0	0	1	0
20	20	0	2
7	7	0	0
2	2	11	0
82	16	0	0
64	17	0	0
46	9	0	0
14	2	2	3
12	6	0	0
34	13	0	0
7	7	0	0
5	5	0	1
0	0	1	0
11	5	0	2
63	63	0	29
155	94	8	240
4	4	1	2
47	26	0	26
83	73	0	40
38	27	0	7
33	7	0	2
0	0	1	0
12	11	0	2
78	21	0	2
250	81	0	3
7	7	0	0
71	16	0	0
25	9	0	1
9	9	0	7
78	22	0	3
89	6	0	0
102	32	0	0
193	51	0	1
129	72	0	3
98	13	0	3
53	48	0	0
109	65	0	9
5	5	0	0
56	8	0	0
14	6	0	0
204	132	0	6
840	598	0	138
703	421	2	82
3558	582	1	73
2862	1055	4	175
445	378	0	58
11	11	0	0
11	10	0	0
52	11	0	0
53	25	0	3
63	34	0	5
50	30	0	0
282	53	0	1
64	16	0	0
26	4	0	2
58	19	0	0
43	8	0	1
125	77	1	10
12	12	0	0
12	4	0	0
27	8	0	0
6	6	0	0
0	0	1	0
1	1	2	0
27	4	0	0
2	1	1	0
21	15	0	0
1	1	1	0
0	0	1	0
1	0	1	0
34	11	0	1
8	8	0	0
20	20	0	9
76	20	0	0
24	24	0	1
49	20	0	4
11	5	0	1
134	60	0	14
6	2	0	0
0	0	1	0
6	6	0	0
0	0	1	0
0	0	1	0
0	0	1	4
11	11	0	0
11	11	0	5
11	11	0	7
6	6	0	0
7	7	0	0
92	47	0	16
6	0	1	0
12	6	0	3
32	6	0	8
64	47	0	73
0	0	5	0
22	12	0	0
45	5	0	0
0	0	1	0
0	0	1	0
11	11	0	7
0	0	1	0
28	25	0	10
49	10	0	12
78	2	0	0
0	0	2	0
0	0	1	0
26	4	0	1
17	17	0	3
168	127	0	15
25	20	0	8
11	11	0	10
52	11	0	3
63	3	0	0
1	1	1	0
12	6	0	1
29	18	0	3
69	24	0	12
15	15	0	5
4	4	0	0
77	3	0	1
10	10	0	2
13	13	0	17
38	38	0	12
5	5	0	0
6	6	0	0
0	0	1	0
0	0	1	0
34	13	0	56
0	0	1	0
0	0	1	0
26	6	0	11
11	11	0	22
3	3	0	3
51	46	0	42
42	6	0	0
53	39	1	20
15	6	0	4
39	23	0	24
2	2	1	0
12	3	0	3
43	12	0	1
16	7	0	1
30	30	0	17
37	10	0	18
219	127	0	183
16	16	0	14
44	35	0	4
37	13	2	1
1	1	1	3
255	36	0	5
357	89	0	58
19	10	0	0
19	9	1	2
87	24	0	8
58	52	0	101
114	92	0	126
0	0	2	0
9	9	0	0
11	11	0	27
9	9	0	0
19	12	0	0
11	7	0	15
12	6	0	0
0	0	1	0
11	5	0	3
54	22	0	5
28	22	0	1
50	12	0	0
19	13	0	1
7	7	0	0
59	37	0	8
36	30	0	14
196	60	0	11
16	9	0	1
39	9	0	0
16	16	0	7
148	37	0	16
280	100	1	28
20	3	0	2
7	5	0	3
73	21	0	15
1045	724	3	250
10225	8310	18	3287
522	477	0	120
15	2	0	0
436	185	0	127
16	13	0	7
66	4	0	0
185	22	0	9
23	13	0	0
11	11	0	4
44	7	0	1
337	18	0	1
0	0	1	0
6	6	0	0
13	7	0	2
11	7	0	0
9	9	0	1
44	16	0	1
9	9	0	2
3	3	1	0
19	4	0	0
138	43	0	33
81	38	1	4
7	5	0	0
5	5	0	0
19	11	0	0
17	5	5	9
38	8	1	12
28	9	0	2
281	153	0	2
8	8	0	3
43	6	0	5
10	10	0	11
22	11	0	15
10	6	0	0
0	0	2	0
45	45	0	0
13	6	0	0
7	7	0	0
59	55	0	8
7	7	0	0
2	2	1	0
108	31	0	0
9	3	0	0
29	17	0	0
17	10	0	0
0	0	1	0
4	0	2	0
0	0	1	0
9	0	2	6
5	5	0	0
0	0	1	0
0	0	1	0
6	6	0	2
38	33	0	25
30	5	0	1
21	11	0	3
20	11	0	3
20	7	0	1
155	114	0	8
47	4	0	0
108	58	0	44
23	17	0	3
16	16	0	3
16	9	0	0
0	0	1	0
27	11	0	4
9	6	0	0
16	5	0	0
32	17	0	0
78	17	0	1
66	33	0	2
7	2	0	0
12	8	0	0
24	14	0	0
6	6	0	0
0	0	1	0
0	0	1	0
23	8	0	1
42	3	0	0
8	8	0	0
0	0	1	0
0	0	1	0
29	17	0	2
2	2	1	0
0	0	1	0
0	0	1	0
8	8	0	0
17	9	0	0
10	10	0	0
44	10	0	1
54	12	0	2
11	11	0	0
8	7	0	0
33	9	0	2
13	4	0	0
13	9	0	0
27	24	0	3
20	15	0	0
17	6	0	1
69	9	0	5
15	5	0	4
28	23	0	7
0	0	1	0
27	20	0	1
18	4	0	1
0	0	2	0
0	0	0	0
10	7	1	0
6	6	0	0
358	236	1	110
54	29	0	21
69	12	0	8
106	76	0	6
14	14	0	1
17	5	0	0
134	23	0	2
7	7	0	0
15	15	0	4
11	8	0	0
18	5	0	1
10	8	0	1
26	8	0	1
5	5	0	0
7	7	0	0
12	6	0	0
109	21	0	2
20	2	0	0
66	59	0	0
35	4	0	0
161	101	0	0
35	35	0	1
25	12	0	0
85	12	0	0
7	7	0	0
0	0	0	0
7	7	0	0
212	23	0	8
47	4	0	2
504	86	0	2
22	7	0	0
17	3	0	0
14	14	42	2
40	4	0	4
0	0	1	0
0	0	1	0
273	14	0	10
55	14	0	3
38	18	0	1
16	13	0	3
0	0	0	0
0	0	5	0
0	0	1	2
0	0	1	0
4	4	1	0
0	0	1	0
14	7	0	21
1	1	1	1
0	0	1	0
17	3	0	0
0	0	1	0
0	0	1	0
14	5	0	0
10	4	0	0
34	12	0	0
7	6	0	5
111	24	0	4
16	0	1	0
19	4	0	7
96	88	0	13
398	348	0	5
0	0	2	0
29	15	0	1
67	13	0	0
11	8	0	0
144	67	0	11
467	98	0	8
137	74	0	3
30	27	0	0
43	31	0	5
109	81	0	7
600	271	0	4
22	1	0	0
11	7	0	1
60	9	0	0
25	4	0	0
46	18	0	0
37	14	0	0
56	13	0	0
0	0	1	0
79	42	0	0
58	7	0	0
9	9	0	0
74	37	0	1
57	9	0	0
11	5	0	1
10	10	0	0
12	5	0	2
597	159	0	102
76	56	0	36
0	0	1	0
50	14	0	4
18	5	0	0
107	62	0	1
9	9	0	0
83	60	0	0
50	5	0	0
193	92	0	1
748	92	0	3
60	32	0	0
125	17	0	0
0	0	1	0
0	0	1	0
152	58	1	15
9	6	0	2
106	4	0	2
0	0	1	0
0	0	1	0
0	0	1	0
21	10	0	11
3	3	1	0
62	29	0	1
165	109	0	44
30	19	0	10
16	7	0	0
0	0	2	0
32	14	0	0
105	44	0	5
12	6	0	0
19	12	0	0
24	6	0	0
0	0	1	0
0	0	1	0
17	5	0	0
29	12	0	0
26	12	0	0
11	11	0	0
9	9	0	0
18	13	0	1
36	22	0	2
30	8	0	0
23	12	0	15
7	7	0	0
104	54	0	36
21	4	0	3
17	7	0	0
34	7	0	22
24	15	0	0
0	0	1	0
0	0	1	0
55	14	1	4
0	0	3	0
35	9	0	1
420	137	2	29
1023	378	0	54
247	77	0	15
57	9	0	0
33	12	0	0
28	18	0	2
11	7	0	0
11	11	0	3
27	7	0	0
1	1	0	2
35	21	0	4
15	14	0	3
21	9	0	1
21	12	0	1
11	8	0	0
81	23	0	3
21	21	0	9
1185	75	0	36
5	5	0	1
0	0	2	0
324	166	0	50
172	76	0	25
214	157	0	54
333	188	0	152
42	14	0	2
22	16	0	9
66	34	1	8
30	4	0	3
3	3	1	0
70	41	0	35
10	10	0	8
37	10	0	6
37	34	0	4
10	7	0	1
23	8	0	0
267	32	0	7
63	15	0	2
15	5	0	2
4	0	2	4
156	147	0	5
0	0	3	0
7	6	0	4
9	3	1	17
23	1	0	0
0	0	2	0
0	0	3	0
0	0	1	0
66	15	0	0
9	5	0	0
24	7	0	0
249	71	1	0
36	27	0	0
10	10	0	4
19	11	0	0
0	0	2	0
16	14	0	6
12	7	0	6
118	98	0	55
65	23	0	4
0	0	1	0
14	8	0	0
40	19	0	2
346	175	0	18
12	4	0	3
57	24	0	3
5	5	0	0
179	86	0	38
13	13	0	2
35	22	0	0
72	59	0	19
74	9	0	4
20	11	0	3
48	27	0	12
24	20	0	1
28	19	0	1
180	35	0	7
189	43	0	10
18	8	0	4
34	11	0	5
49	16	0	3
5	5	0	0
57	40	0	6
468	275	0	163
0	0	2	0
0	0	1	0
25	4	0	8
33	8	0	3
47	4	0	5
20	17	0	0
37	13	0	4
44	25	1	23
270	100	0	74
16	8	0	1
18	13	0	0
66	5	0	0
318	222	0	317
34	27	1	16
188	40	0	10
57	29	1	9
191	30	1	21
65	16	0	11
24	14	0	2
136	70	0	66
34	19	0	3
25	10	0	6
0	0	1	0
1	1	0	0
11	7	0	0
0	0	2	0
9	3	0	0
11	11	0	1
33	7	1	0
46	10	0	3
7	4	0	0
3	3	0	1
24	12	0	2
38	9	0	2
131	5	0	0
123	72	0	13
6	6	0	2
24	14	0	3
21	21	0	0
33	7	0	0
0	0	1	0
210	11	0	15
542	384	0	137
755	630	1	544
145	68	1	14
28	8	0	1
22	3	0	2
73	51	0	41
10	10	0	3
11	11	0	4
5	4	0	0
106	1	0	5
109	5	0	8
5	5	0	0
0	0	1	0
0	0	2	0
18	8	0	0
0	0	1	0
57	17	0	0
162	17	0	2
12	3	0	1
880	619	0	55
262	227	0	65
11	3	0	1
30	13	0	5
7	7	0	4
0	0	1	0
13	8	0	0
88	74	0	0
78	9	0	2
19	19	0	1
52	15	0	5
281	44	0	6
156	26	0	6
133	21	0	0
269	29	0	4
40	5	0	0
71	13	0	1
35	7	0	0
34	23	0	0
130	34	0	4
1951	637	1	42
42	22	0	3
844	733	0	33
27	11	0	0
11	11	0	1
20	10	0	4
151	7	0	4
257	48	0	4
16	16	1	5
374	252	0	30
11	4	0	0
80	12	0	3
50	13	0	0
32	11	0	0
23	11	0	0
50	15	0	0
11	6	0	0
14	5	0	5
19	6	0	7
6	6	0	10
21	4	0	1
43	3	0	1
11	6	0	1
47	7	0	4
0	0	2	0
76	3	0	23
37	17	0	8
37	4	0	0
121	25	0	2
6	6	0	0
78	3	0	2
0	0	1	0
2	2	1	0
0	0	1	0
0	0	1	0
1	1	1	0
13	2	1	0
0	0	1	2
4	4	0	4
195	89	0	31
297	25	0	4
0	0	1	0
63	62	0	18
3	3	0	0
32	10	0	0
0	0	1	0
661	106	0	16
21	14	0	2
54	7	0	6
21	4	0	1
221	155	1	66
186	134	0	60
715	117	0	18
1588	620	1	308
165	64	0	15
10	10	0	3
75	34	0	5
13	13	0	0
8	5	0	9
29	24	0	0
0	0	1	0
30	2	0	0
128	23	0	1
149	44	0	7
36	3	0	0
0	0	1	0
48	11	0	12
59	11	0	13
29	20	0	8
32	11	0	0
11593	1712	4	383
101	25	0	5
11	11	0	0
25	8	0	0
24	11	0	2
36	25	0	2
0	0	1	0
34	12	0	3
18	6	0	5
30	7	0	7
1	1	1	4
0	0	1	0
5	5	0	0
41	7	0	2
0	0	1	0
0	0	1	0
8	8	0	0
2	2	1	0
8	8	0	0
137	29	0	1
29	29	0	0
63	10	0	0
15	4	0	0
292	18	0	0
14	14	0	2
16	6	0	0
2	2	1	1
14	10	0	0
75	44	0	0
5	0	1	6
5	5	0	0
20	8	1	9
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
8	8	0	0
98	73	0	29
31	8	0	2
191	107	0	70
23	10	0	8
31	3	0	0
7	7	0	2
36	3	0	1
67	22	0	10
6	6	0	2
0	0	2	0
2	2	1	0
95	38	317	223
0	0	1	0
10	8	0	0
17	9	0	0
691	196	0	1
30	2	1	0
74	15	0	0
1	1	1	0
14	10	0	0
32	20	0	0
178	65	0	1
11	5	0	0
12	12	0	0
72	33	0	10
500	267	0	37
445	363	2	179
6	6	0	0
6	6	0	0
44	15	0	0
11	11	0	4
1	1	1	0
11	11	0	2
19	7	0	0
15	7	0	1
29	2	0	0
104	5	0	0
37	30	0	4
85	5	0	0
22	7	0	0
0	0	1	0
0	0	2	0
998	726	0	419
358	126	0	57
55	24	2	10
1029	527	2	253
88	33	0	36
46	12	0	1
21	6	2	4
121	65	1	65
0	0	1	0
0	0	0	0
60	6	0	14
4	0	2	0
1	1	1	0
25	22	0	0
23	9	0	0
4	4	0	0
9	9	0	0
22	10	0	0
132	49	0	0
13	12	0	1
27	1	0	0
31	22	0	3
23	22	0	17
1	1	1	0
23	13	0	0
34	13	0	0
11	6	0	3
41	24	0	0
415	28	0	7
63	29	0	4
56	43	0	17
902	498	3	165
271	233	0	141
14	7	1	0
0	0	1	0
0	0	1	0
48	38	0	20
330	155	0	113
10	10	0	10
56	31	0	16
31	13	0	3
11	11	0	0
297	113	0	9
20	4	0	0
14	3	0	0
173	19	0	2
73	9	0	5
211	26	1	24
0	0	1	0
6	6	1	1
1	1	0	1
243	174	0	18
63	25	0	2
17	2	0	0
16	4	0	0
16	3	0	0
18	7	0	0
8	8	0	2
32	7	0	4
12	6	0	6
0	0	0	0
65	50	0	7
14	14	0	10
12	12	0	1
18	18	1	9
0	0	1	0
6	5	0	0
40	39	0	23
4	4	1	1
16	5	0	0
37	33	0	21
172	5	0	8
18	18	0	1
0	0	2	0
12	3	0	0
25	1	0	5
15	9	0	1
12	3	1	0
34	9	0	0
1953	511	0	95
178	83	0	13
9	9	0	25
458	40	1	15
2791	161	0	69
32	23	0	16
23	6	0	0
337	75	0	25
1346	1019	2	455
145	41	0	3
32	26	0	21
8	0	0	0
0	0	1	0
0	0	3	0
1	1	1	2
8	8	1	7
43	16	0	9
0	0	1	0
28	11	0	2
51	44	0	72
23	23	0	0
6	6	0	0
630	27	0	5
33	9	0	2
45	21	2	0
74	18	0	0
10	0	2	0
1	1	1	0
10	6	0	1
12	6	0	0
54	15	0	1
163	45	0	4
24	3	0	2
69	33	0	9
9	9	0	7
54	2	0	0
23	12	0	12
1	1	1	0
57	15	0	6
18	15	0	1
1	1	0	0
60	33	0	61
126	88	1	53
19	5	0	2
37	24	0	7
716	515	1	312
205	182	0	55
45	45	0	21
535	379	0	129
328	0	1	4
111	15	0	24
0	0	1	0
164	16	0	12
151	124	63	27
85	13	0	9
26	20	0	8
9	9	0	2
39	3	0	2
0	0	1	0
7	7	0	0
24	24	0	4
11	11	0	12
22	10	0	3
1019	207	1	85
275	111	7	95
11	2	0	0
0	0	1	0
50	9	0	0
0	0	1	0
0	0	1	2
502	437	1	279
31	10	0	5
336	122	0	42
1020	86	0	35
28	13	0	0
239	25	0	28
58	8	0	4
0	0	1	0
34	29	0	3
0	0	1	0
14	8	0	2
41	9	0	1
323	67	0	22
0	0	1	0
6	6	0	0
19	19	0	3
227	134	0	25
26	12	0	0
35	7	0	0
8	8	0	2
52	18	0	4
13	7	0	1
34	6	0	6
17	3	0	0
19	19	1	57
5	5	0	0
18	16	0	2
7	5	0	1
54	11	0	0
19	6	0	0
47	12	0	2
2	2	0	1
11	11	0	2
14	5	0	0
12	7	0	0
76	21	0	1
13	7	0	0
39	5	0	0
32	8	0	0
6	6	1	0
6	6	0	0
160	109	0	6
49	26	0	3
15	2	0	0
450	174	0	58
74	56	0	31
28	19	0	8
56	10	0	8
224	117	0	9
1185	315	0	68
33	9	0	2
79	30	0	1
36	16	0	6
10	10	0	11
183	99	0	45
68	13	0	2
33	10	0	2
2	0	3	0
21	4	0	20
34	28	0	12
20	20	0	15
39	9	0	5
8	8	1	4
89	66	0	26
14	12	0	2
31	18	0	22
0	0	1	2
0	0	1	0
66	16	0	18
57	25	0	22
15	15	1	2
152	50	1	9
33	15	0	2
51	19	0	8
321	190	0	17
606	498	3	67
969	761	0	139
0	0	1	0
2634	2031	2	193
7088	1032	0	116
57	42	1	0
2	2	0	0
96	21	0	0
40	40	0	3
1124	117	0	15
0	0	0	0
63	17	0	7
50	29	0	0
76	45	0	6
18	18	0	3
10879	595	1	100
400	29	0	5
0	0	1	0
0	0	1	1
0	0	1	0
0	0	1	0
0	0	1	0
2	2	1	0
0	0	2	0
40	38	0	114
396	302	1	550
76	51	0	27
5	5	0	0
46	15	0	28
60	47	0	22
19	15	0	7
101	5	0	2
0	0	1	0
0	0	1	0
0	0	0	0
1	0	1	2
0	0	1	0
0	0	1	0
58	21	0	0
79	26	0	0
206	145	0	2
106	10	0	0
51	1	1	5
55	9	0	6
408	130	3	140
13	8	0	5
1	1	0	0
0	0	1	1
6	1	0	42
0	0	1	5
0	0	1	0
38	12	0	6
27	1	0	0
50	25	0	13
46	32	0	13
16	2	1	0
37	8	0	1
5	5	0	0
7	7	0	0
13	8	0	0
18	7	1	0
3	3	0	0
11	11	0	0
177	73	1	12
30	3	0	0
185	65	0	5
23	14	0	2
52	48	0	4
42	35	0	15
173	95	1	26
377	311	0	77
326	145	0	68
6	6	0	1
7	7	0	5
39	5	0	6
2	2	0	3
0	0	1	0
22	22	0	7
7	7	0	4
66	12	0	5
789	251	0	89
34	18	0	0
8	5	0	0
0	0	1	0
32	3	0	0
79	23	0	0
22	6	0	0
0	0	0	0
55	14	0	0
76	46	0	11
238	20	0	6
129	106	0	10
8	6	0	0
16	7	0	0
45	16	0	0
7	7	0	0
20	3	0	0
13	4	0	0
13	6	0	1
80	5	0	0
9	7	0	0
132	36	0	6
0	0	1	0
7	7	0	0
482	169	1	20
32	26	0	1
9	9	0	1
0	0	1	0
23	4	0	0
28	8	0	0
140	43	0	3
5	5	1	0
0	0	1	0
44	9	0	0
3	3	1	2
1	1	1	0
67	11	1	0
21	12	0	0
119	24	0	3
120	51	0	19
496	184	0	24
27	8	0	8
112	100	0	3
8	8	0	0
8	0	1	3
21	13	0	0
32	9	0	1
20	20	0	3
52	31	1	7
32	7	0	1
45	10	0	7
77	17	0	17
41	8	0	1
403	100	0	21
68	4	0	2
57	8	0	0
219	127	0	45
33	16	0	3
14	4	0	3
10	8	0	0
25	9	0	2
14	11	0	1
0	0	1	0
165	84	0	36
10	9	0	3
23	14	0	31
69	11	0	0
10	10	0	12
535	34	0	6
24	6	0	1
129	31	0	9
11	10	0	14
42	6	0	4
55	16	0	19
15	9	1	13
111	17	1	9
0	0	1	0
19	10	0	2
64	40	1	1
2	2	0	0
23	12	0	1
15	12	0	0
95	6	0	2
22	19	0	1
31	2	0	0
185	165	0	9
53	3	0	1
17	10	0	0
149	104	1	9
81	71	0	1
19	4	0	0
40	6	0	1
17	2	0	0
