LIN28B_CB2_rRNA	LIN28B_CB2	PURA_abcam_trim	PURA_bethyl_trim
0	0	1	0
6	0	1	0
1	1	1	0
156	25	0	3
27	10	0	2
57	17	0	1
24	10	1	2
158	157	0	28
34	0	0	0
25	16	0	0
7	3	1	0
9	9	0	5
71	24	0	8
42	7	0	9
7	2	0	0
10	10	0	4
0	0	1	0
861	206	0	68
5	1	0	1
47	16	0	0
0	0	1	0
63	11	0	1
459	100	1	20
0	1	0	0
12	5	0	2
12	12	0	0
15	15	0	2
91	15	0	1
3	0	1	0
0	0	1	0
60	30	0	0
70	19	1	0
26	3	1	0
70	2	0	0
16	16	0	0
50	27	1	13
65	2	0	1
17	17	0	3
73	10	0	1
21	2	0	0
10	4	2	18
33	21	0	12
72	47	0	19
14	5	0	1
0	0	1	0
0	0	1	0
34	17	0	0
0	0	1	0
11	5	0	0
0	0	1	2
0	0	7	1
0	0	1	0
0	0	1	0
10	10	0	3
71	14	0	2
172	65	1	14
143	110	0	47
38	4	0	0
26	3	0	0
8	8	0	0
107	75	1	31
92	29	0	1
11	11	0	3
8	6	0	0
39	10	0	0
5	5	0	0
54	11	0	0
33	10	0	2
12	12	0	0
1390	234	0	0
43	3	0	1
952	83	0	1
222	57	0	0
33	22	0	0
37	8	0	1
50	32	0	0
0	0	1	0
73	22	0	1
328	23	0	0
140	13	0	0
5	5	0	0
92	72	0	4
58	13	1	2
20	4	0	1
159	47	0	0
500	354	0	1
46	14	0	0
13	10	0	0
10	10	0	0
23	9	0	0
44	24	0	0
494	151	0	1
46	28	0	0
65	5	0	0
147	67	0	0
203	33	0	1
550	98	0	2
128	113	0	0
40	22	0	0
29	18	0	2
78	11	0	0
230	146	0	1
123	110	0	8
10	5	0	0
33	8	0	0
0	0	1	0
235	175	0	16
83	28	0	3
1261	235	1	12
53	20	0	3
8	5	0	0
320	50	0	6
12	12	0	1
417	113	0	19
274	81	0	13
2	0	1	0
116	104	0	9
84	81	1	5
67	25	0	1
63	12	0	3
11	6	0	0
31	21	0	0
4	4	0	0
15	5	0	2
358	116	0	0
44	17	0	0
94	43	0	0
58	16	0	0
79	53	0	0
306	55	0	1
375	300	1	0
58	4	0	0
22	5	0	0
23	18	0	0
61	39	0	0
199	16	0	0
57	3	0	0
40	2	0	0
0	0	1	0
14	14	0	2
182	13	0	14
249	105	0	49
0	0	2	0
0	0	1	2
28	5	0	0
15	15	0	7
103	66	0	53
113	95	0	110
21	8	0	4
15	5	0	1
42	8	0	2
78	72	0	63
4970	3841	13	3913
7	2	0	1
0	0	1	0
0	0	2	0
0	0	1	0
86	36	0	11
98	51	0	4
36	7	0	0
23	9	0	12
0	0	3	0
0	0	1	1
57	18	0	1
20	3	1	16
36	2	0	32
0	0	1	0
22	11	0	1
10	5	0	0
11	7	0	0
39	17	3	12
2	1	1	0
15	7	0	1
57	27	0	0
77	17	0	0
1202	104	0	9
135	47	0	3
41	9	0	0
27	4	0	0
6	5	0	2
97	19	0	0
48	9	0	0
109	27	0	0
25	8	0	1
20	20	0	19
110	106	1	150
19	19	1	81
21	5	0	8
36	36	0	95
57	8	0	4
44	33	0	57
0	0	0	0
378	24	0	27
109	9	0	8
19	5	0	4
22	19	0	63
49	25	0	41
12	12	0	2
6	6	0	4
0	0	2	0
69	38	0	55
0	0	1	0
14	11	0	5
0	0	2	1
10	10	0	0
10	10	0	0
37	1	0	0
111	23	0	5
30	3	0	3
35	16	0	19
5	5	0	2
2340	819	3	326
25	8	0	1
22	21	0	0
7	3	0	0
4	4	0	0
0	0	1	0
20	7	0	0
11	6	0	1
0	0	1	0
7	4	5	12
0	0	1	0
38	18	0	9
16	4	0	0
4	1	0	0
0	0	1	0
1613	109	0	36
5	2	0	0
5	5	0	0
51	51	0	68
0	0	1	0
0	0	1	0
26	6	0	1
13	13	0	8
0	0	1	0
52	13	0	7
41	41	0	4
33	19	1	1
63	15	0	0
4	4	1	0
15	15	0	0
20	4	0	2
8	6	0	1
4	4	1	1
1239	221	1	6
13	5	0	0
18	16	0	0
5	5	1	0
0	0	1	0
2	2	0	0
1	1	1	2
0	0	2	0
0	0	1	0
2	2	1	0
0	0	2	0
0	0	1	0
9	9	0	0
40	20	0	0
36	36	0	41
16	16	0	30
25	5	0	5
28	17	0	9
8	8	0	3
0	0	1	0
31	12	0	3
418	255	0	71
48	40	0	7
33	1	0	0
232	154	0	3
66	56	0	13
8	8	0	4
3	3	1	0
0	0	1	0
0	0	1	0
13	7	0	0
11	11	0	0
44	7	0	13
81	35	0	8
26	15	0	0
10	2	0	0
14	14	0	10
332	31	0	1
27	27	0	0
65	12	0	0
149	139	1	9
34	10	0	2
7	3	0	1
26	16	0	1
3	3	0	6
15	15	0	0
51	32	0	22
31	2	0	0
28	16	0	0
40	6	0	4
42	15	0	0
232	23	0	3
1	1	0	0
203	25	0	1
12	12	0	1
292	100	0	12
791	300	1	21
1	1	0	0
199	20	0	4
3	3	0	0
142	12	0	0
38	20	0	3
0	0	1	0
13	5	0	0
50	21	0	2
22	8	0	0
173	143	0	3
0	0	1	0
17	17	0	0
0	0	1	0
0	0	1	0
0	0	0	0
0	0	1	0
0	0	0	0
54	2	0	0
20	20	0	4
36	32	0	7
78	8	0	1
17	5	0	2
8	8	0	1
110	23	0	17
608	152	0	97
401	297	0	89
69	49	0	21
205	52	0	31
83	1	0	2
17	15	0	13
32	26	0	30
299	109	0	44
112	35	0	4
28	18	0	0
60	32	1	182
16	9	1	13
33	33	0	1
27	23	0	0
36	2	0	3
109	22	0	0
16	4	0	0
30	9	0	0
118	4	0	0
39	39	0	0
25	13	0	0
6	6	0	0
66	13	0	37
33	26	0	48
5	5	0	3
67	19	0	41
110	26	0	38
55	21	0	27
0	0	1	0
0	0	1	0
31	29	0	0
4372	1065	0	40
1	1	1	0
17	17	0	2
75	5	0	0
5	5	0	0
6	6	0	0
16	16	0	2
117	84	1	9
15	15	0	0
49	49	0	2
0	0	1	0
5	4	0	0
20	7	0	3
8	5	0	0
7	7	1	2
49	11	0	0
3	3	1	0
91	20	0	0
43	20	0	0
0	0	1	0
23	10	0	0
39	20	0	0
0	0	1	0
22	8	1	0
0	0	2	0
45	45	1	16
0	0	1	0
1	1	1	20
2	2	0	129
0	0	1	53
0	0	2	0
0	0	1	0
258	40	0	4
76	55	0	61
415	145	1	63
403	122	1	34
40	6	0	6
30	11	0	2
19	4	0	11
6	6	0	4
99	31	0	17
46	46	0	26
10	10	0	2
206	42	0	6
0	0	1	0
20	6	0	0
13	13	0	0
8	8	0	0
53	51	0	1
43	12	0	0
59	15	0	0
40	5	0	0
154	21	0	0
19	6	0	0
8	8	0	1
41	8	0	2
11	11	0	7
0	0	1	0
49	16	0	1
44	15	0	2
25	12	0	6
13	4	0	0
49	33	0	1
81	9	0	0
227	20	0	2
1308	115	0	17
5	4	0	0
10	10	0	0
119	119	0	0
61	6	0	2
1	1	1	0
0	0	1	0
0	0	1	0
14	14	0	2
60	10	1	10
43	8	0	1
204	34	1	7
43	4	0	1
41	14	0	15
86	4	0	3
79	30	0	17
117	58	0	53
4	4	0	0
8	8	0	1
511	69	0	34
10	5	0	6
8	7	0	0
21	17	0	1
164	100	0	16
15	12	0	0
0	0	1	0
9	9	0	0
217	157	0	1
9	9	0	2
9	2	1	0
68	35	0	0
12	11	0	0
10	10	0	0
7	7	0	0
21	16	0	0
53	3	0	2
126	19	0	0
14	11	0	0
30	8	0	0
73	40	0	3
14	7	0	5
15	15	0	4
24	2	0	0
120	6	0	0
11	11	0	0
23	4	0	1
41	35	0	0
24	9	0	0
18	18	0	1
8	5	0	1
10	10	0	0
0	0	1	0
6	6	0	1
11	11	0	0
5	5	0	0
13	10	0	1
51	51	0	3
179	21	0	0
0	0	0	0
0	0	1	0
9	9	0	7
6	6	0	10
13	13	0	0
10	7	0	0
24	7	0	0
7	7	0	0
633	563	3	146
7067	5636	5	2083
82	41	0	3
400	52	0	9
805	43	0	14
13	11	0	1
87	75	0	9
27	25	1	24
0	0	2	0
29	3	0	0
25	10	1	0
21	15	0	0
101	99	0	1
0	0	1	0
0	0	1	0
15	7	0	7
985	299	3	189
197	148	0	176
22	17	0	32
242	137	3	363
0	0	1	0
2	0	1	1
3	3	19	23
0	0	1	0
0	0	2	0
0	0	1	0
0	0	1	2
0	0	1	1
0	0	1	97
0	0	1	0
46	4	0	66
137	10	0	19
107	65	0	30
369	35	0	14
0	0	1	2
0	0	1	0
59	8	0	3
25	1	0	1
0	0	2	0
16	16	0	0
14	4	0	0
30	30	0	0
0	0	1	0
7	6	0	0
38	7	0	0
10	10	0	0
28	5	0	0
92	8	0	1
0	0	1	0
62	7	0	0
15	4	0	0
14	6	0	1
44	21	0	7
0	0	1	0
6700	2857	4	836
229	136	0	48
6474	5335	14	3322
377	255	2	159
11	11	0	13
5164	1396	5	1598
9455	8453	12	4684
50	4	0	24
46	33	0	64
29	14	0	6
0	0	1	0
35	34	0	17
18	11	0	2
54	39	1	4
7	7	0	1
20	10	0	0
0	0	1	0
0	0	1	0
39	5	0	3
704	55	1	11
7	7	0	0
7964	172	0	49
108	40	0	44
2367	290	1	49
5117	3229	2	470
1945	1524	1	181
1054	263	1	54
563	67	0	24
47	9	0	0
25	6	0	0
39	24	0	0
14	5	0	2
16	16	0	0
32	8	0	0
0	0	1	0
0	0	1	0
12	12	0	3
22	15	0	0
5	5	0	0
20	4	0	0
24	1	0	0
14	14	0	1
7	7	0	4
13	13	0	3
166	11	0	13
52	52	0	0
0	0	1	0
0	0	1	0
0	0	2	0
17	16	0	0
0	0	1	0
8	1	0	0
45	10	0	0
63	25	0	5
47	31	0	15
8	8	0	0
32	5	0	0
8	8	1	0
78	16	0	0
80	7	0	0
44	3	0	0
68	4	0	11
125	72	1	187
0	0	2	0
1	1	1	4
11	11	0	5
65	20	0	2
16	7	0	0
1	1	2	0
7	7	0	0
0	0	0	0
3	3	1	0
131	21	0	0
16	16	0	0
10	7	0	0
164	129	0	0
20	8	0	4
33	20	0	1
31	31	0	0
12	7	0	2
18	2	0	0
0	0	1	0
0	0	1	0
0	0	2	0
23	8	0	8
73	42	0	9
5	5	0	1
100	12	0	4
56	16	0	5
278	88	1	23
19	19	0	12
500	258	0	53
65	3	0	1
76	60	0	41
35	25	0	1
6	6	0	8
2678	46	0	21
150	13	1	3
212	167	0	46
24	4	0	0
117	43	0	5
66	41	0	13
215	144	0	3
33	17	0	0
487	375	0	7
408	270	0	1
22	22	0	2
0	0	1	0
36	35	0	4
67	67	0	4
19	19	0	18
22	22	0	7
32	21	0	2
47	36	0	7
8	8	0	3
11	4	0	0
145	46	0	14
67	54	0	18
400	48	0	7
80	58	1	14
988	250	0	37
58	39	0	12
273	166	0	35
319	83	1	198
18	7	0	8
9	7	0	29
143	79	0	29
19	11	0	2
145	27	0	8
20	11	0	6
8	0	1	1
0	0	3	0
0	0	0	0
0	0	1	0
14	9	0	6
7	1	0	0
0	0	1	0
6	6	0	0
1	1	1	0
0	0	1	1
0	0	2	1
0	0	1	0
0	0	1	0
0	0	4	0
56	2	0	46
1	1	3	0
178	59	0	175
51	15	0	4
59	16	0	5
17	15	0	9
30	23	0	4
11	11	0	74
0	0	1	1
15	9	0	19
7	6	0	48
1	1	1	0
32	32	0	2
55	55	0	45
7	7	0	3
0	0	1	2
9	5	0	0
0	0	1	0
9	9	0	5
127	68	0	25
335	73	0	3
0	0	1	0
55	20	0	1
206	26	0	3
334	63	0	15
413	93	0	18
28	6	0	1
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
154	146	2	317
10	10	0	14
81	31	0	24
5	5	0	2
49	7	0	21
10	5	0	15
175	33	0	3
127	27	0	7
128	96	0	86
49	27	0	0
10	10	0	1
63	3	0	0
5	5	0	1
14	7	0	0
27	15	0	0
0	0	1	0
25	1	0	0
33	5	0	3
189	14	0	1
21	10	0	0
217	85	0	65
272	64	0	23
16	1	1	4
549	43	0	37
119	13	1	11
55	27	1	33
19	11	0	12
0	0	0	0
1	1	1	0
49	14	0	6
201	24	0	66
18	12	0	9
25	0	1	0
40	29	0	7
0	0	1	0
19	8	0	2
8	8	0	0
0	0	1	0
1	1	2	0
9	9	0	5
15	15	0	0
52	4	0	1
6	6	0	0
30	10	0	0
11	11	0	1
412	259	0	104
78	31	0	3
1215	187	0	10
19	11	0	2
516	197	0	24
445	66	0	7
116	84	0	20
32	20	0	8
10	10	0	5
15	15	0	4
2173	146	0	36
54	5	0	0
95	50	0	16
9	7	0	0
251	30	0	2
1845	61	0	0
37	20	0	9
27	15	0	5
63	32	0	9
12	5	0	1
42	8	0	3
14	14	0	2
31	6	0	0
14	14	0	5
0	0	2	0
0	0	0	0
209	30	0	0
12	12	0	6
71	20	0	8
27	27	0	8
22	4	0	0
32	20	0	3
3	2	0	0
17	7	0	0
0	0	2	0
2	2	0	0
9	0	0	0
0	0	2	0
8	8	0	1
0	0	1	0
54	43	0	9
11	11	0	3
10	10	0	1
26	5	0	0
5	4	0	0
19	19	0	10
12	5	0	0
0	0	1	0
10	10	0	5
380	338	2	35
15	15	0	0
8	8	0	0
29	17	0	6
9	6	0	2
573	264	0	64
478	311	2	89
123	31	0	0
639	61	0	39
787	558	0	301
0	0	1	0
11	3	2	28
0	0	2	0
0	0	1	0
148	18	0	20
127	25	0	5
800	109	0	22
11	4	0	1
49	25	0	1
139	42	1	3
67	6	0	3
185	123	0	11
31	11	0	6
13	10	0	1
41	28	0	5
7	7	0	5
173	75	0	0
81	58	0	5
27	27	0	0
7	7	0	0
2	2	3	0
1	1	15	3
15	7	0	0
33	14	0	0
98	34	0	14
27	3	0	1
76	8	0	0
18	5	0	0
80	26	0	8
77	12	0	1
4	4	1	1
19	9	0	1
85	43	0	130
0	0	1	0
0	0	2	0
12	12	0	1
63	54	0	26
115	55	0	21
32	31	0	2
185	17	0	12
33	20	0	5
26	5	0	0
13	13	0	2
51	8	2	8
2	2	1	0
0	0	1	0
102	19	0	2
128	91	0	4
44	15	0	3
32	9	0	0
44	17	0	1
17	7	0	2
4	4	1	0
789	89	0	16
176	111	0	19
251	81	0	16
30	8	0	0
24	6	0	0
7	7	0	0
65	60	0	0
27	6	0	0
8	8	0	4
81	50	0	5
41	9	0	1
21	4	0	0
116	22	0	1
465	320	0	76
2253	151	1	9
6	5	0	3
199	104	0	42
18	18	0	2
0	0	1	0
4	3	0	0
0	0	2	0
0	0	1	0
8	4	0	0
15	9	0	3
93	20	1	9
61	44	0	41
51	3	2	11
0	0	1	0
1	1	1	1
31	4	0	4
1	1	1	1
87	50	0	24
17	0	1	0
415	332	0	141
157	51	0	26
50	12	0	0
560	231	0	82
29	15	0	1
42	36	0	70
105	85	1	6
18	4	0	0
24	10	0	0
56	33	0	3
31	16	0	4
28	5	0	0
0	0	1	0
15	9	0	3
436	103	0	29
0	0	1	0
0	0	1	0
150	121	0	28
217	30	0	5
8	8	0	2
305	148	0	32
236	202	0	28
104	95	0	13
68	34	0	25
57	50	1	4
140	97	0	41
27	17	0	9
1629	1262	1	164
91	57	0	25
0	0	1	0
190	47	0	2
11	11	0	1
144	82	1	17
186	101	0	10
220	96	0	15
36	23	0	3
28	8	0	3
178	17	0	2
713	645	1	87
86	78	0	2
80	30	0	2
61	34	0	6
35	15	0	2
102	40	0	0
47	22	0	0
80	55	0	0
41	8	0	0
352	78	0	0
67	4	0	1
14	14	0	0
8	8	0	8
43	0	0	2
0	0	1	0
26	26	0	6
44	22	0	19
7	7	0	1
11	11	0	0
83	59	0	3
10	7	0	0
38	8	0	0
0	0	1	0
42	19	0	0
117	9	0	0
1	0	3	0
69	4	0	15
126	29	0	47
64	6	0	11
0	0	2	0
0	0	1	0
10	8	0	4
7	1	1	0
28	15	0	20
269	59	0	39
504	157	0	86
116	42	0	19
49	36	0	88
1321	811	7	527
14	14	0	9
62	33	0	26
26	3	0	8
0	0	1	0
2	1	1	2
11	6	0	2
16	4	0	0
0	0	1	0
7	6	0	0
1	1	2	0
0	0	1	0
0	0	1	44
0	0	0	63
0	0	0	50
0	0	0	4
0	0	1	0
20	0	4	1088
2	1	0	997
20	1	4	749
0	0	1	1
11	3	2	144
0	0	0	46
7	7	0	17
11	11	0	4
43	5	0	2
15	6	0	1
19	19	0	14
12	10	0	10
1	1	0	101
0	0	1	0
0	0	1	9
22	17	0	2
0	0	1	0
21	21	0	4
64	30	0	0
17	9	0	0
9	9	0	0
8	8	0	0
17	17	0	0
44	9	0	0
16	9	0	0
22	2	0	0
46	36	0	12
0	0	1	0
0	0	1	0
22	7	0	0
4	4	2	5
11	4	0	0
46	5	0	0
33	19	0	1
41	10	0	2
21	7	1	15
29	17	1	2
100	31	0	0
0	0	1	0
23	21	0	2
0	0	3	0
22	14	0	0
0	0	1	5
14	5	0	0
115	97	0	8
34	10	0	0
94	41	0	0
156	11	0	0
73	23	0	0
55	48	0	0
96	2	0	0
13	8	0	0
0	0	1	0
25	7	0	0
0	0	1	0
0	0	1	4
30	14	0	0
74	6	0	0
77	16	0	0
15	15	0	0
12	7	0	0
20	20	0	0
34	34	0	0
13	7	0	1
18	18	0	0
51	43	0	4
28	23	0	0
204	67	0	3
26	26	0	0
0	0	0	0
6	6	1	1
11	1	0	0
67	15	0	2
0	0	1	0
360	46	0	0
48	5	0	0
0	0	2	0
5	5	0	13
24	11	0	4
14	4	0	0
41	7	1	2
2	2	2	2
0	0	1	0
0	0	1	0
27	27	0	17
0	0	1	0
14	12	0	1
33	7	0	0
324	230	1	33
213	79	0	7
1551	434	0	59
242	154	0	19
56	34	0	4
46	11	0	0
8	8	0	0
91	43	0	15
65	25	0	18
81	57	0	15
837	102	0	15
92	18	0	3
13	5	0	12
116	51	0	13
23	6	0	9
4	4	1	3
18	15	0	2
47	11	0	3
30	22	0	2
21	6	0	0
13	7	0	0
314	52	0	5
25	8	0	5
26	26	0	52
0	0	2	0
73	6	0	0
15	15	0	3
35	21	0	2
50	18	0	1
17	10	0	0
0	0	1	0
27	14	0	0
0	0	1	2
37	4	0	1
18	4	0	5
42	22	0	3
14	14	0	1
24	2	0	3
17	17	0	7
25	2	0	0
9	9	2	2
0	0	1	0
0	0	1	0
0	0	1	0
25	4	0	2
33	3	0	7
17	14	0	4
39	5	0	5
88	23	0	5
134	58	0	10
17	6	0	2
80	41	0	14
51	23	0	1
98	45	0	12
256	221	0	26
0	0	1	0
0	0	1	0
0	0	1	0
7	2	3	1
0	0	2	0
0	0	1	0
0	0	1	0
0	0	1	0
0	0	1	0
2	2	9	5
8	8	0	0
9	9	0	0
14	14	0	0
440	25	0	0
7	5	0	0
99	35	0	0
30	20	0	0
34	28	0	0
65	48	1	0
57	13	0	0
33	3	0	0
11	11	0	0
12	8	0	0
4	4	1	0
34	7	0	0
81	11	0	24
7	7	0	5
0	0	1	0
22	5	0	0
6	6	0	0
24	7	0	0
17	17	1	0
195	164	1	1
29	8	0	0
17	11	0	1
334	39	0	1
15	14	0	1
12	12	0	0
0	0	1	0
9	9	0	18
75	40	0	6
26	17	0	6
67	56	0	18
1651	193	1	77
261	203	3	206
652	568	0	526
112	80	0	106
39	31	0	9
59	5	0	2
0	0	1	2
38	7	0	9
0	0	1	0
156	34	0	21
28	6	0	4
6	6	0	0
81	21	0	4
0	0	1	0
23	9	0	2
12	7	0	1
18	5	0	0
15	11	0	6
2	2	1	4
55	46	0	16
32	25	0	14
48	2	0	5
25	25	1	17
0	0	0	0
0	0	1	0
409	82	0	25
10	4	0	4
0	0	3	0
288	265	2	749
206	183	0	121
16	3	0	0
14	4	1	7
0	0	1	0
355	212	0	233
0	0	1	0
1146	655	1	642
47	27	0	11
9	5	0	2
277	85	2	205
27	9	0	7
25	4	0	5
31	19	0	4
0	0	1	0
10	7	0	4
24	10	0	2
23	16	0	11
34	9	0	3
43	9	0	0
16	16	0	0
5	5	0	0
7	7	0	2
9	9	0	0
7	7	0	0
0	0	1	0
17	15	0	0
9	8	0	2
7	7	0	0
0	0	1	0
20	12	1	3
6	5	0	4
8	8	0	3
31	10	0	2
6	0	1	0
57	25	0	13
21	14	0	2
52	28	0	5
46	17	0	3
12	6	0	1
0	0	1	1
0	0	1	0
1	1	3	4
11	9	0	4
6	6	0	1
38	8	0	2
37	14	1	18
15	7	0	0
25	18	0	1
0	0	1	0
27	11	0	7
0	0	1	1
2	2	1	0
17	3	0	0
14	14	0	0
76	63	0	0
140	95	0	0
357	80	0	77
23	12	0	17
8	7	0	0
14	14	0	25
8	8	0	2
115	21	0	0
21	21	0	9
15	15	0	5
8	8	0	3
113	45	0	49
9	9	0	7
30	9	0	5
12	8	0	1
7	7	0	2
24	13	0	0
33	8	0	0
164	104	0	2
40	15	0	0
16	16	0	0
49	16	0	0
38	4	0	0
115	20	0	0
45	12	0	2
53	6	0	0
33	7	0	0
21	21	0	10
0	0	1	0
28	6	0	1
0	0	1	0
11	11	0	105
0	0	1	0
32	26	0	6
1	1	1	0
18	18	0	0
16	13	0	0
362	184	3	282
11	9	0	14
9	9	0	10
8	8	0	1
22	12	0	4
14	0	1	1
143	93	1	427
29	0	0	5
0	0	1	0
0	0	1	0
7	7	0	1
6	6	0	0
56	56	0	3
99	17	0	0
97	14	0	0
0	0	1	0
83	18	0	0
95	43	0	0
60	22	0	0
62	7	0	0
49	13	0	1
39	8	0	2
76	3	0	0
27	1	0	0
63	23	0	0
34	29	0	0
140	31	0	0
65	5	0	0
28	22	0	0
28	6	0	0
30	11	0	0
18	10	0	6
11	1	1	1
40	4	0	0
16	16	0	0
101	19	0	0
14	14	0	7
62	9	0	5
58	35	0	22
8	8	1	4
47	34	0	1
439	308	1	37
27	6	0	0
49	8	0	1
17	8	0	0
24	15	0	0
95	11	0	3
1	1	0	0
29	29	0	10
469	206	1	77
183	86	0	7
22	22	0	0
1	1	0	0
8	8	0	0
33	11	0	0
5	5	0	0
10	5	0	0
36	4	0	1
297	84	0	2
1174	472	0	46
8	8	0	1
41	9	1	0
213	98	0	8
1	1	22	1
11	11	0	0
20	15	0	3
49	17	0	0
52	47	0	12
219	77	0	22
156	97	1	49
0	0	1	4
21	5	0	0
163	74	0	2
64	45	0	8
82	38	0	7
35	18	0	0
11	4	0	2
131	12	0	1
17	9	0	10
0	0	1	0
44	21	0	30
34	8	0	12
0	0	1	0
23	5	0	4
10	10	0	2
15	11	0	12
1	1	1	0
140	26	0	1
86	38	0	43
165	95	0	158
92	31	0	8
76	39	0	10
75	22	0	9
86	31	0	1
17	9	0	0
26	5	0	0
64	19	0	0
8	8	0	0
47	47	0	1
41	3	0	0
30	7	0	0
11	11	0	18
11	11	0	0
73	47	0	43
1	1	1	0
77	3	0	2
11	5	0	3
1	1	1	0
41	9	0	2
47	4	0	0
24	13	0	0
158	7	0	0
198	165	0	1
482	46	0	0
32	14	2	3
101	52	0	1
11	4	0	0
152	85	0	2
0	0	2	0
398	214	1	3
114	48	0	5
493	273	0	3
213	20	0	1
6	6	0	0
6	6	0	0
74	40	0	5
54	14	0	0
241	21	0	1
55	35	1	0
0	0	1	0
0	0	1	0
19	19	0	0
20	9	0	0
715	406	0	65
1196	256	0	26
16	4	0	3
17	17	0	0
394	248	0	8
2264	1169	1	244
8	8	0	0
189	53	1	10
1356	289	1	82
0	0	1	0
63	40	0	33
373	300	3	379
15	6	0	8
19	5	0	3
10	10	0	0
32	25	0	1
12	12	0	1
109	12	0	1
72	8	0	6
68	7	0	2
6	6	0	3
11	5	0	1
11	9	0	4
24	4	0	0
36	28	0	1
14	2	0	0
58	54	0	2
45	31	0	2
29	18	0	0
15	7	0	0
7	3	0	0
53	25	0	4
0	0	1	0
22	5	0	0
12	7	0	0
101	42	0	17
36	36	0	4
0	0	2	0
10	10	1	5
21	15	0	9
0	0	1	0
43	31	0	5
5	5	0	5
50	12	0	3
89	16	0	11
113	68	0	80
23	12	0	0
5	5	0	0
7	7	0	0
0	0	1	0
9	1	1	1
59	41	0	3
21	5	0	0
16	4	0	0
37	4	0	0
22	13	0	0
148	35	0	0
60	6	0	0
175	34	0	0
42	33	0	4
7	7	0	1
445	329	0	35
13	13	0	1
739	337	0	62
9	9	0	0
38	2	0	0
13	4	0	0
25	7	0	0
0	0	1	2
19	8	0	0
5	5	0	3
0	0	1	2
57	12	0	51
6	5	0	3
59	23	0	0
4	4	1	6
42	26	1	2
21	21	0	0
22	9	0	0
11	11	0	0
16	5	0	0
0	0	2	0
0	0	1	0
162	47	0	8
78	13	0	0
13	5	0	1
5	5	1	2
242	67	0	0
9	9	0	2
24	14	1	52
40	39	1	143
0	0	1	0
11	8	0	0
17	14	0	4
28	28	0	10
5	5	0	1
0	0	1	0
10	9	0	8
48	48	0	27
25	21	1	18
52	39	0	1
16	7	0	4
11	7	0	0
13	13	0	5
33	21	0	0
26	26	0	19
91	48	0	52
0	0	1	0
51	20	0	0
1313	115	0	0
35	22	0	0
23	5	0	0
5290	3739	10	2729
23	11	0	5
18	6	0	1
48	13	0	18
13	13	0	6
37	20	0	27
103	47	0	21
8	8	0	9
22	9	0	6
9	7	0	2
9	6	0	2
173	103	0	26
34	8	0	0
25	11	0	2
0	0	1	0
53	33	0	9
0	0	1	0
0	0	1	0
36	11	0	1
130	72	0	14
288	258	0	31
33	4	0	0
83	18	0	7
44	23	0	1
34	15	0	0
6	6	0	1
25	15	0	3
3	3	2	1
7	7	0	4
143	35	0	7
14	14	0	0
21	5	0	0
22	16	0	40
12	9	0	0
0	0	1	0
16	6	0	0
15	15	0	4
299	121	1	4
30	6	0	0
20	3	0	3
45	20	0	12
38	7	0	0
985	744	0	255
5	5	1	0
36	23	0	22
1464	469	0	113
39	14	0	0
12	8	0	0
133	10	0	0
58	21	0	1
29	5	0	16
0	0	1	0
0	0	1	10
1	1	1	0
28	15	0	0
8	8	0	0
80	15	1	1
64	2	0	2
39	6	0	0
48	7	0	6
39	26	0	22
130	33	0	0
6	6	0	0
20	6	0	0
12	12	0	0
9	7	0	2
0	0	1	0
0	0	1	0
14	14	0	1
8	5	0	2
15	3	0	1
161	113	0	31
19	7	0	1
61	18	0	0
90	23	0	0
12	12	0	0
329	43	0	2
73	16	0	0
20	11	0	0
35	14	0	4
0	0	1	0
7	7	0	4
0	0	1	0
0	0	1	0
333	216	1	112
1642	1237	2	1009
431	265	0	125
350	277	0	84
8	2	0	1
192	135	0	105
21	21	0	4
6	6	0	6
42	4	0	3
35	33	0	4
15	15	0	5
102	52	0	17
55	24	0	8
322	112	0	58
280	139	0	57
37	5	0	6
21	11	0	0
855	218	0	65
1595	306	0	82
48	18	0	6
19	11	0	11
11	11	0	7
0	0	1	0
8	8	0	2
27	10	0	3
43	20	0	16
17	9	0	1
46	19	1	7
11	11	0	1
43	7	0	2
0	0	1	0
0	0	1	3
14	9	0	20
70	16	0	33
10	3	0	6
216	96	0	51
25	25	0	2
1230	403	1	322
344	129	0	86
2	2	0	4
0	0	2	0
244	188	0	10
6	6	0	0
4	4	0	1
0	0	2	0
20	3	0	2
18	5	0	0
40	16	0	2
6	6	0	0
0	0	1	0
66	45	0	15
271	255	0	77
44	18	0	4
25	10	0	7
12	12	0	0
37	19	0	1
26	10	0	5
9	9	0	13
42	29	0	9
22	20	0	3
23	9	0	0
26	9	0	0
30	5	0	0
21	13	0	3
6	6	0	0
43	32	0	136
53	53	0	19
9	9	0	8
6	6	0	9
7	7	0	2
231	205	0	49
5	5	0	0
32	10	0	0
12	12	0	32
520	94	0	14
224	196	1	60
6	6	0	0
29	27	0	15
0	0	1	0
0	0	1	1
8	8	0	0
74	51	1	134
18	6	0	3
6	6	0	3
6	6	0	1
11	11	0	0
15	6	0	9
10	10	0	0
18	7	0	0
14	6	0	10
0	0	1	1
7	2	1	3
14	6	0	0
12	8	0	8
0	0	1	3
0	0	2	0
35	8	0	6
102	23	0	33
13	8	0	3
20	15	0	10
0	0	1	0
18	12	0	12
